,vintage.id,vintage.wine.winery.seo_name,vintage.wine.winery.name,vintage.wine.name,vintage.year,vintage.statistics.ratings_average,vintage.wine.region.name,vintage.wine.region.seo_name,vintage.wine.style.region.seo_name
21,5067397,champagne-lanson,Lanson,Extra Age Brut Blanc de Blancs Champagne,N.V.,4.1,Champagne,champagne,champagne
22,1149787,chateau-calon-segur,Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé),2009,4.3,Saint-Estèphe,saint-estephe,bordeaux
23,20394691,jean-noel-haton-champagne-brut-reserve,Jean-Noel Haton,Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
24,24547694,la-mondotte,La Mondotte,Saint-Emilion Grand Cru (Premier Grand Cru Classé),2015,4.5,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
0,120194,coutet,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé),2008,4.1,Barsac,barsac,bordeaux
1,1241594,chateau-grand-puy-lacoste,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé),2006,4.2,Pauillac,pauillac,bordeaux
2,1340923,chateau-cantemerle,Château Cantemerle,Les Allées de Cantemerle Haut-Médoc,2011,3.6,Haut-Médoc,haut-medoc,bordeaux
3,1773255,chateau-leoville-las-cases,Château Léoville Las Cases,Clos du Marquis Saint-Julien,1999,4.1,Saint-Julien,saint-julien,bordeaux
4,2078233,piper-heidsieck-champagne,Piper-Heidsieck,Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
5,1131866,chateau-palmer,Château Palmer,Margaux (Grand Cru Classé),2008,4.5,Margaux,margaux,bordeaux
6,1356025,chateau-rauzan-segla,Château Rauzan-Ségla,Margaux (Grand Cru Classé),2000,4.3,Margaux,margaux,bordeaux
7,1162522,chateau-filhot,Château Filhot,Sauternes (Grand Cru Classé),2001,4.1,Sauternes,sauternes,bordeaux
8,85339278,chateau-d-yquem,Château d'Yquem,Sauternes,2016,4.7,Sauternes,sauternes,bordeaux
9,5156187,chateau-smith-haut-lafitte,Château Smith Haut-Lafitte,Pessac-Léognan (Grand Cru Classé de Graves),2014,4.3,Pessac-Léognan,pessac-leognan,bordeaux
10,149473329,chateau-clarisse-37162,Château Clarisse,Puisseguin-Saint-Émilion,2016,4.1,Puisseguin-Saint-Émilion,puisseguin-saint-emilion,bordeaux
11,150601008,vieux-telegraphe,Domaine du Vieux Télégraphe,Châteauneuf-du-Pape (La Crau) Blanc,2017,3.9,Châteauneuf-du-Pape,chateauneuf-du-pape,rhone
12,1734865,chateau-charmail,Château Charmail,Haut-Médoc,2011,3.6,Haut-Médoc,haut-medoc,bordeaux
13,1229502,chateau-grand-puy-lacoste,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé),2010,4.3,Pauillac,pauillac,bordeaux
14,4540056,faiveley,Faiveley,Corton Clos des Cortons Faiveley Grand Cru (Monopole),2012,4.2,Corton Grand Cru,corton,cote-de-beaune
15,153143876,xavier-vignon,Xavier Vignon,Arcane XV Le Diable,2015,4.0,Vin de France,vin-de-pays-vignobles-de-france,rhone
16,2131400,veuve-clicquot,Veuve Clicquot,Brut Rosé Champagne,N.V.,4.3,Champagne,champagne,champagne
17,155806326,louis-claude-desvignes,Louis Claude Desvignes,La Voûte Saint-Vincent Morgon,2017,3.7,Morgon,morgon,beaujolais
18,94288357,chateau-smith-haut-lafitte,Château Smith Haut-Lafitte,Pessac-Léognan (Grand Cru Classé de Graves),2016,4.4,Pessac-Léognan,pessac-leognan,bordeaux
19,126153283,clos-floridene,Clos Floridène,Graves,2016,3.7,Graves,graves,bordeaux
20,153210309,domaine-du-tunnel,Domaine du Tunnel,Cornas,2017,3.9,Cornas,cornas,cornas
21,5067397,champagne-lanson,Lanson,Extra Age Brut Blanc de Blancs Champagne,N.V.,4.1,Champagne,champagne,champagne
22,1149787,chateau-calon-segur,Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé),2009,4.3,Saint-Estèphe,saint-estephe,bordeaux
23,20394691,jean-noel-haton-champagne-brut-reserve,Jean-Noel Haton,Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
24,24547694,la-mondotte,La Mondotte,Saint-Emilion Grand Cru (Premier Grand Cru Classé),2015,4.5,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
0,1241594,chateau-grand-puy-lacoste,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé),2006,4.2,Pauillac,pauillac,bordeaux
1,1340923,chateau-cantemerle,Château Cantemerle,Les Allées de Cantemerle Haut-Médoc,2011,3.6,Haut-Médoc,haut-medoc,bordeaux
2,1773255,chateau-leoville-las-cases,Château Léoville Las Cases,Clos du Marquis Saint-Julien,1999,4.1,Saint-Julien,saint-julien,bordeaux
3,2078233,piper-heidsieck-champagne,Piper-Heidsieck,Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
4,1131866,chateau-palmer,Château Palmer,Margaux (Grand Cru Classé),2008,4.5,Margaux,margaux,bordeaux
5,1356025,chateau-rauzan-segla,Château Rauzan-Ségla,Margaux (Grand Cru Classé),2000,4.3,Margaux,margaux,bordeaux
6,1162522,chateau-filhot,Château Filhot,Sauternes (Grand Cru Classé),2001,4.1,Sauternes,sauternes,bordeaux
7,85339278,chateau-d-yquem,Château d'Yquem,Sauternes,2016,4.7,Sauternes,sauternes,bordeaux
8,5156187,chateau-smith-haut-lafitte,Château Smith Haut-Lafitte,Pessac-Léognan (Grand Cru Classé de Graves),2014,4.3,Pessac-Léognan,pessac-leognan,bordeaux
9,149473329,chateau-clarisse-37162,Château Clarisse,Puisseguin-Saint-Émilion,2016,4.1,Puisseguin-Saint-Émilion,puisseguin-saint-emilion,bordeaux
10,150601008,vieux-telegraphe,Domaine du Vieux Télégraphe,Châteauneuf-du-Pape (La Crau) Blanc,2017,3.9,Châteauneuf-du-Pape,chateauneuf-du-pape,rhone
11,1734865,chateau-charmail,Château Charmail,Haut-Médoc,2011,3.6,Haut-Médoc,haut-medoc,bordeaux
12,1229502,chateau-grand-puy-lacoste,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé),2010,4.3,Pauillac,pauillac,bordeaux
13,4540056,faiveley,Faiveley,Corton Clos des Cortons Faiveley Grand Cru (Monopole),2012,4.2,Corton Grand Cru,corton,cote-de-beaune
14,153143876,xavier-vignon,Xavier Vignon,Arcane XV Le Diable,2015,4.0,Vin de France,vin-de-pays-vignobles-de-france,rhone
15,2131400,veuve-clicquot,Veuve Clicquot,Brut Rosé Champagne,N.V.,4.3,Champagne,champagne,champagne
16,155806326,louis-claude-desvignes,Louis Claude Desvignes,La Voûte Saint-Vincent Morgon,2017,3.7,Morgon,morgon,beaujolais
17,94288357,chateau-smith-haut-lafitte,Château Smith Haut-Lafitte,Pessac-Léognan (Grand Cru Classé de Graves),2016,4.4,Pessac-Léognan,pessac-leognan,bordeaux
18,126153283,clos-floridene,Clos Floridène,Graves,2016,3.7,Graves,graves,bordeaux
19,153210309,domaine-du-tunnel,Domaine du Tunnel,Cornas,2017,3.9,Cornas,cornas,cornas
20,5067397,champagne-lanson,Lanson,Extra Age Brut Blanc de Blancs Champagne,N.V.,4.1,Champagne,champagne,champagne
21,1149787,chateau-calon-segur,Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé),2009,4.3,Saint-Estèphe,saint-estephe,bordeaux
22,20394691,jean-noel-haton-champagne-brut-reserve,Jean-Noel Haton,Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
23,24547694,la-mondotte,La Mondotte,Saint-Emilion Grand Cru (Premier Grand Cru Classé),2015,4.5,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
24,14802931,domaine-jean-grivot,Domaine Jean Grivot,Nuits-Saint-Georges 1er Cru 'Aux Boudots',2013,4.3,Nuits-Saint-Georges 1er Cru 'Aux Boudots',nuits-saint-georges-aux-boudots,cote-de-nuits
0,1330584,chateau-margaux,Château Margaux,Château Margaux (Premier Grand Cru Classé),2004,4.6,Margaux,margaux,bordeaux
1,117505901,chateau-mazeyres,Château Mazeyres,Pomerol,2016,4.1,Pomerol,pomerol,bordeaux
2,150568889,fr-les-heritiers-du-comte-lafon,Les Héritiers du Comte Lafon,Les Maranches Mâcon-Uchizy,2016,3.7,Mâcon-Uchizy,macon-uchizy,maconnais
3,4215287,pol-roger,Pol Roger,Réserve Brut Champagne,N.V.,4.2,Champagne,champagne,champagne
4,152159997,domaine-henri-boillot,Domaine Henri Boillot,Meursault,2017,4.3,Meursault,meursault,cote-de-beaune
5,26660490,alphonse-mellot,Alphonse Mellot,La Moussière Sancerre Rouge,2014,3.9,Sancerre,sancerre,loire-valley
6,1229982,domaine-de-la-mordoree,Domaine de la Mordoree,La Reine Des Bois Châteauneuf-du-Pape,1998,4.3,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
7,160093013,minuty,Minuty,Prestige Rosé,2019,4.0,Côtes de Provence,cotes-de-provence,provence
8,3672256,bollinger,Bollinger,La Grande Année Brut Champagne,2012,4.5,Champagne,champagne,champagne
9,26494733,domaine-camus-pere-et-fils,Camus Père & Fils,Latricières-Chambertin Grand Cru,2010,4.1,Latricières-Chambertin Grand Cru,latricieres-chambertin,cote-de-nuits
10,1293983,chateau-leoville-barton,Château Léoville Barton,Saint-Julien (Grand Cru Classé),2005,4.4,Saint-Julien,saint-julien,bordeaux
11,10692045,barons-de-rothschild-lafite,Barons de Rothschild (Lafite),Blanc de Blancs Brut,N.V.,4.1,Champagne,champagne,champagne
12,24547694,la-mondotte,La Mondotte,Saint-Emilion Grand Cru (Premier Grand Cru Classé),2015,4.5,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
13,14802931,domaine-jean-grivot,Domaine Jean Grivot,Nuits-Saint-Georges 1er Cru 'Aux Boudots',2013,4.3,Nuits-Saint-Georges 1er Cru 'Aux Boudots',nuits-saint-georges-aux-boudots,cote-de-nuits
14,1229502,chateau-grand-puy-lacoste,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé),2010,4.3,Pauillac,pauillac,bordeaux
15,4540056,faiveley,Faiveley,Corton Clos des Cortons Faiveley Grand Cru (Monopole),2012,4.2,Corton Grand Cru,corton,cote-de-beaune
16,153143876,xavier-vignon,Xavier Vignon,Arcane XV Le Diable,2015,4.0,Vin de France,vin-de-pays-vignobles-de-france,rhone
17,126153283,clos-floridene,Clos Floridène,Graves,2016,3.7,Graves,graves,bordeaux
18,2131400,veuve-clicquot,Veuve Clicquot,Brut Rosé Champagne,N.V.,4.3,Champagne,champagne,champagne
19,156724499,alain-gautheron,Alain Gautheron,Chablis,2018,4.2,Chablis,chablis,bourgogne
20,153174050,jacques-carillon,Jacques Carillon,Puligny-Montrachet,2017,4.0,Puligny-Montrachet,puligny-montrachet,cote-de-beaune
21,94288357,chateau-smith-haut-lafitte,Château Smith Haut-Lafitte,Pessac-Léognan (Grand Cru Classé de Graves),2016,4.4,Pessac-Léognan,pessac-leognan,bordeaux
22,20394691,jean-noel-haton-champagne-brut-reserve,Jean-Noel Haton,Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
23,1261602,cheval-blanc,Château Cheval Blanc,Saint-Émilion Grand Cru (Premier Grand Cru Classé),1993,4.6,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
24,1164784,r-lenoble,Lenoble,Blanc de Blancs Brut Champagne Grand Cru 'Chouilly',2008,4.0,Champagne Grand Cru 'Chouilly',champagne-grand-cru-chouilly,champagne
0,1241594,chateau-grand-puy-lacoste,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé),2006,4.2,Pauillac,pauillac,bordeaux
1,1340923,chateau-cantemerle,Château Cantemerle,Les Allées de Cantemerle Haut-Médoc,2011,3.6,Haut-Médoc,haut-medoc,bordeaux
2,1773255,chateau-leoville-las-cases,Château Léoville Las Cases,Clos du Marquis Saint-Julien,1999,4.1,Saint-Julien,saint-julien,bordeaux
3,2078233,piper-heidsieck-champagne,Piper-Heidsieck,Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
4,1131866,chateau-palmer,Château Palmer,Margaux (Grand Cru Classé),2008,4.5,Margaux,margaux,bordeaux
5,1356025,chateau-rauzan-segla,Château Rauzan-Ségla,Margaux (Grand Cru Classé),2000,4.3,Margaux,margaux,bordeaux
6,1162522,chateau-filhot,Château Filhot,Sauternes (Grand Cru Classé),2001,4.1,Sauternes,sauternes,bordeaux
7,85339278,chateau-d-yquem,Château d'Yquem,Sauternes,2016,4.7,Sauternes,sauternes,bordeaux
8,5156187,chateau-smith-haut-lafitte,Château Smith Haut-Lafitte,Pessac-Léognan (Grand Cru Classé de Graves),2014,4.3,Pessac-Léognan,pessac-leognan,bordeaux
9,149473329,chateau-clarisse-37162,Château Clarisse,Puisseguin-Saint-Émilion,2016,4.1,Puisseguin-Saint-Émilion,puisseguin-saint-emilion,bordeaux
10,150601008,vieux-telegraphe,Domaine du Vieux Télégraphe,Châteauneuf-du-Pape (La Crau) Blanc,2017,3.9,Châteauneuf-du-Pape,chateauneuf-du-pape,rhone
11,1734865,chateau-charmail,Château Charmail,Haut-Médoc,2011,3.6,Haut-Médoc,haut-medoc,bordeaux
12,1229502,chateau-grand-puy-lacoste,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé),2010,4.3,Pauillac,pauillac,bordeaux
13,4540056,faiveley,Faiveley,Corton Clos des Cortons Faiveley Grand Cru (Monopole),2012,4.2,Corton Grand Cru,corton,cote-de-beaune
14,153143876,xavier-vignon,Xavier Vignon,Arcane XV Le Diable,2015,4.0,Vin de France,vin-de-pays-vignobles-de-france,rhone
15,2131400,veuve-clicquot,Veuve Clicquot,Brut Rosé Champagne,N.V.,4.3,Champagne,champagne,champagne
16,155806326,louis-claude-desvignes,Louis Claude Desvignes,La Voûte Saint-Vincent Morgon,2017,3.7,Morgon,morgon,beaujolais
17,94288357,chateau-smith-haut-lafitte,Château Smith Haut-Lafitte,Pessac-Léognan (Grand Cru Classé de Graves),2016,4.4,Pessac-Léognan,pessac-leognan,bordeaux
18,126153283,clos-floridene,Clos Floridène,Graves,2016,3.7,Graves,graves,bordeaux
19,153210309,domaine-du-tunnel,Domaine du Tunnel,Cornas,2017,3.9,Cornas,cornas,cornas
20,5067397,champagne-lanson,Lanson,Extra Age Brut Blanc de Blancs Champagne,N.V.,4.1,Champagne,champagne,champagne
21,1149787,chateau-calon-segur,Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé),2009,4.3,Saint-Estèphe,saint-estephe,bordeaux
22,20394691,jean-noel-haton-champagne-brut-reserve,Jean-Noel Haton,Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
23,24547694,la-mondotte,La Mondotte,Saint-Emilion Grand Cru (Premier Grand Cru Classé),2015,4.5,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
24,14802931,domaine-jean-grivot,Domaine Jean Grivot,Nuits-Saint-Georges 1er Cru 'Aux Boudots',2013,4.3,Nuits-Saint-Georges 1er Cru 'Aux Boudots',nuits-saint-georges-aux-boudots,cote-de-nuits
0,1330584,chateau-margaux,Château Margaux,Château Margaux (Premier Grand Cru Classé),2004,4.6,Margaux,margaux,bordeaux
1,117505901,chateau-mazeyres,Château Mazeyres,Pomerol,2016,4.1,Pomerol,pomerol,bordeaux
2,150568889,fr-les-heritiers-du-comte-lafon,Les Héritiers du Comte Lafon,Les Maranches Mâcon-Uchizy,2016,3.7,Mâcon-Uchizy,macon-uchizy,maconnais
3,4215287,pol-roger,Pol Roger,Réserve Brut Champagne,N.V.,4.2,Champagne,champagne,champagne
4,152159997,domaine-henri-boillot,Domaine Henri Boillot,Meursault,2017,4.3,Meursault,meursault,cote-de-beaune
5,26660490,alphonse-mellot,Alphonse Mellot,La Moussière Sancerre Rouge,2014,3.9,Sancerre,sancerre,loire-valley
6,1229982,domaine-de-la-mordoree,Domaine de la Mordoree,La Reine Des Bois Châteauneuf-du-Pape,1998,4.3,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
7,160093013,minuty,Minuty,Prestige Rosé,2019,4.0,Côtes de Provence,cotes-de-provence,provence
8,3672256,bollinger,Bollinger,La Grande Année Brut Champagne,2012,4.5,Champagne,champagne,champagne
9,26494733,domaine-camus-pere-et-fils,Camus Père & Fils,Latricières-Chambertin Grand Cru,2010,4.1,Latricières-Chambertin Grand Cru,latricieres-chambertin,cote-de-nuits
10,1293983,chateau-leoville-barton,Château Léoville Barton,Saint-Julien (Grand Cru Classé),2005,4.4,Saint-Julien,saint-julien,bordeaux
11,10692045,barons-de-rothschild-lafite,Barons de Rothschild (Lafite),Blanc de Blancs Brut,N.V.,4.1,Champagne,champagne,champagne
12,24547694,la-mondotte,La Mondotte,Saint-Emilion Grand Cru (Premier Grand Cru Classé),2015,4.5,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
13,14802931,domaine-jean-grivot,Domaine Jean Grivot,Nuits-Saint-Georges 1er Cru 'Aux Boudots',2013,4.3,Nuits-Saint-Georges 1er Cru 'Aux Boudots',nuits-saint-georges-aux-boudots,cote-de-nuits
14,1229502,chateau-grand-puy-lacoste,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé),2010,4.3,Pauillac,pauillac,bordeaux
15,4540056,faiveley,Faiveley,Corton Clos des Cortons Faiveley Grand Cru (Monopole),2012,4.2,Corton Grand Cru,corton,cote-de-beaune
16,153143876,xavier-vignon,Xavier Vignon,Arcane XV Le Diable,2015,4.0,Vin de France,vin-de-pays-vignobles-de-france,rhone
17,126153283,clos-floridene,Clos Floridène,Graves,2016,3.7,Graves,graves,bordeaux
18,2131400,veuve-clicquot,Veuve Clicquot,Brut Rosé Champagne,N.V.,4.3,Champagne,champagne,champagne
19,156724499,alain-gautheron,Alain Gautheron,Chablis,2018,4.2,Chablis,chablis,bourgogne
20,153174050,jacques-carillon,Jacques Carillon,Puligny-Montrachet,2017,4.0,Puligny-Montrachet,puligny-montrachet,cote-de-beaune
21,94288357,chateau-smith-haut-lafitte,Château Smith Haut-Lafitte,Pessac-Léognan (Grand Cru Classé de Graves),2016,4.4,Pessac-Léognan,pessac-leognan,bordeaux
22,20394691,jean-noel-haton-champagne-brut-reserve,Jean-Noel Haton,Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
23,1261602,cheval-blanc,Château Cheval Blanc,Saint-Émilion Grand Cru (Premier Grand Cru Classé),1993,4.6,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
24,1164784,r-lenoble,Lenoble,Blanc de Blancs Brut Champagne Grand Cru 'Chouilly',2008,4.0,Champagne Grand Cru 'Chouilly',champagne-grand-cru-chouilly,champagne
0,1241594,chateau-grand-puy-lacoste,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé),2006,4.2,Pauillac,pauillac,bordeaux
1,1340923,chateau-cantemerle,Château Cantemerle,Les Allées de Cantemerle Haut-Médoc,2011,3.6,Haut-Médoc,haut-medoc,bordeaux
2,1773255,chateau-leoville-las-cases,Château Léoville Las Cases,Clos du Marquis Saint-Julien,1999,4.1,Saint-Julien,saint-julien,bordeaux
3,2078233,piper-heidsieck-champagne,Piper-Heidsieck,Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
4,1131866,chateau-palmer,Château Palmer,Margaux (Grand Cru Classé),2008,4.5,Margaux,margaux,bordeaux
5,1356025,chateau-rauzan-segla,Château Rauzan-Ségla,Margaux (Grand Cru Classé),2000,4.3,Margaux,margaux,bordeaux
6,1162522,chateau-filhot,Château Filhot,Sauternes (Grand Cru Classé),2001,4.1,Sauternes,sauternes,bordeaux
7,85339278,chateau-d-yquem,Château d'Yquem,Sauternes,2016,4.7,Sauternes,sauternes,bordeaux
8,5156187,chateau-smith-haut-lafitte,Château Smith Haut-Lafitte,Pessac-Léognan (Grand Cru Classé de Graves),2014,4.3,Pessac-Léognan,pessac-leognan,bordeaux
9,149473329,chateau-clarisse-37162,Château Clarisse,Puisseguin-Saint-Émilion,2016,4.1,Puisseguin-Saint-Émilion,puisseguin-saint-emilion,bordeaux
10,150601008,vieux-telegraphe,Domaine du Vieux Télégraphe,Châteauneuf-du-Pape (La Crau) Blanc,2017,3.9,Châteauneuf-du-Pape,chateauneuf-du-pape,rhone
11,1734865,chateau-charmail,Château Charmail,Haut-Médoc,2011,3.6,Haut-Médoc,haut-medoc,bordeaux
12,1229502,chateau-grand-puy-lacoste,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé),2010,4.3,Pauillac,pauillac,bordeaux
13,4540056,faiveley,Faiveley,Corton Clos des Cortons Faiveley Grand Cru (Monopole),2012,4.2,Corton Grand Cru,corton,cote-de-beaune
14,153143876,xavier-vignon,Xavier Vignon,Arcane XV Le Diable,2015,4.0,Vin de France,vin-de-pays-vignobles-de-france,rhone
15,2131400,veuve-clicquot,Veuve Clicquot,Brut Rosé Champagne,N.V.,4.3,Champagne,champagne,champagne
16,155806326,louis-claude-desvignes,Louis Claude Desvignes,La Voûte Saint-Vincent Morgon,2017,3.7,Morgon,morgon,beaujolais
17,94288357,chateau-smith-haut-lafitte,Château Smith Haut-Lafitte,Pessac-Léognan (Grand Cru Classé de Graves),2016,4.4,Pessac-Léognan,pessac-leognan,bordeaux
18,126153283,clos-floridene,Clos Floridène,Graves,2016,3.7,Graves,graves,bordeaux
19,153210309,domaine-du-tunnel,Domaine du Tunnel,Cornas,2017,3.9,Cornas,cornas,cornas
20,5067397,champagne-lanson,Lanson,Extra Age Brut Blanc de Blancs Champagne,N.V.,4.1,Champagne,champagne,champagne
21,1149787,chateau-calon-segur,Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé),2009,4.3,Saint-Estèphe,saint-estephe,bordeaux
22,20394691,jean-noel-haton-champagne-brut-reserve,Jean-Noel Haton,Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
23,24547694,la-mondotte,La Mondotte,Saint-Emilion Grand Cru (Premier Grand Cru Classé),2015,4.5,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
24,14802931,domaine-jean-grivot,Domaine Jean Grivot,Nuits-Saint-Georges 1er Cru 'Aux Boudots',2013,4.3,Nuits-Saint-Georges 1er Cru 'Aux Boudots',nuits-saint-georges-aux-boudots,cote-de-nuits
0,1330584,chateau-margaux,Château Margaux,Château Margaux (Premier Grand Cru Classé),2004,4.6,Margaux,margaux,bordeaux
1,117505901,chateau-mazeyres,Château Mazeyres,Pomerol,2016,4.1,Pomerol,pomerol,bordeaux
2,150568889,fr-les-heritiers-du-comte-lafon,Les Héritiers du Comte Lafon,Les Maranches Mâcon-Uchizy,2016,3.7,Mâcon-Uchizy,macon-uchizy,maconnais
3,4215287,pol-roger,Pol Roger,Réserve Brut Champagne,N.V.,4.2,Champagne,champagne,champagne
4,152159997,domaine-henri-boillot,Domaine Henri Boillot,Meursault,2017,4.3,Meursault,meursault,cote-de-beaune
5,26660490,alphonse-mellot,Alphonse Mellot,La Moussière Sancerre Rouge,2014,3.9,Sancerre,sancerre,loire-valley
6,1229982,domaine-de-la-mordoree,Domaine de la Mordoree,La Reine Des Bois Châteauneuf-du-Pape,1998,4.3,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
7,160093013,minuty,Minuty,Prestige Rosé,2019,4.0,Côtes de Provence,cotes-de-provence,provence
8,3672256,bollinger,Bollinger,La Grande Année Brut Champagne,2012,4.5,Champagne,champagne,champagne
9,26494733,domaine-camus-pere-et-fils,Camus Père & Fils,Latricières-Chambertin Grand Cru,2010,4.1,Latricières-Chambertin Grand Cru,latricieres-chambertin,cote-de-nuits
10,1293983,chateau-leoville-barton,Château Léoville Barton,Saint-Julien (Grand Cru Classé),2005,4.4,Saint-Julien,saint-julien,bordeaux
11,10692045,barons-de-rothschild-lafite,Barons de Rothschild (Lafite),Blanc de Blancs Brut,N.V.,4.1,Champagne,champagne,champagne
12,24547694,la-mondotte,La Mondotte,Saint-Emilion Grand Cru (Premier Grand Cru Classé),2015,4.5,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
13,14802931,domaine-jean-grivot,Domaine Jean Grivot,Nuits-Saint-Georges 1er Cru 'Aux Boudots',2013,4.3,Nuits-Saint-Georges 1er Cru 'Aux Boudots',nuits-saint-georges-aux-boudots,cote-de-nuits
14,1229502,chateau-grand-puy-lacoste,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé),2010,4.3,Pauillac,pauillac,bordeaux
15,4540056,faiveley,Faiveley,Corton Clos des Cortons Faiveley Grand Cru (Monopole),2012,4.2,Corton Grand Cru,corton,cote-de-beaune
16,153143876,xavier-vignon,Xavier Vignon,Arcane XV Le Diable,2015,4.0,Vin de France,vin-de-pays-vignobles-de-france,rhone
17,126153283,clos-floridene,Clos Floridène,Graves,2016,3.7,Graves,graves,bordeaux
18,2131400,veuve-clicquot,Veuve Clicquot,Brut Rosé Champagne,N.V.,4.3,Champagne,champagne,champagne
19,156724499,alain-gautheron,Alain Gautheron,Chablis,2018,4.2,Chablis,chablis,bourgogne
20,153174050,jacques-carillon,Jacques Carillon,Puligny-Montrachet,2017,4.0,Puligny-Montrachet,puligny-montrachet,cote-de-beaune
21,94288357,chateau-smith-haut-lafitte,Château Smith Haut-Lafitte,Pessac-Léognan (Grand Cru Classé de Graves),2016,4.4,Pessac-Léognan,pessac-leognan,bordeaux
22,20394691,jean-noel-haton-champagne-brut-reserve,Jean-Noel Haton,Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
23,1261602,cheval-blanc,Château Cheval Blanc,Saint-Émilion Grand Cru (Premier Grand Cru Classé),1993,4.6,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
24,1164784,r-lenoble,Lenoble,Blanc de Blancs Brut Champagne Grand Cru 'Chouilly',2008,4.0,Champagne Grand Cru 'Chouilly',champagne-grand-cru-chouilly,champagne
0,1330584,chateau-margaux,Château Margaux,Château Margaux (Premier Grand Cru Classé),2004,4.6,Margaux,margaux,bordeaux
1,117505901,chateau-mazeyres,Château Mazeyres,Pomerol,2016,4.1,Pomerol,pomerol,bordeaux
2,150568889,fr-les-heritiers-du-comte-lafon,Les Héritiers du Comte Lafon,Les Maranches Mâcon-Uchizy,2016,3.7,Mâcon-Uchizy,macon-uchizy,maconnais
3,4215287,pol-roger,Pol Roger,Réserve Brut Champagne,N.V.,4.2,Champagne,champagne,champagne
4,152159997,domaine-henri-boillot,Domaine Henri Boillot,Meursault,2017,4.3,Meursault,meursault,cote-de-beaune
5,26660490,alphonse-mellot,Alphonse Mellot,La Moussière Sancerre Rouge,2014,3.9,Sancerre,sancerre,loire-valley
6,1229982,domaine-de-la-mordoree,Domaine de la Mordoree,La Reine Des Bois Châteauneuf-du-Pape,1998,4.3,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
7,160093013,minuty,Minuty,Prestige Rosé,2019,4.0,Côtes de Provence,cotes-de-provence,provence
8,3672256,bollinger,Bollinger,La Grande Année Brut Champagne,2012,4.5,Champagne,champagne,champagne
9,26494733,domaine-camus-pere-et-fils,Camus Père & Fils,Latricières-Chambertin Grand Cru,2010,4.1,Latricières-Chambertin Grand Cru,latricieres-chambertin,cote-de-nuits
10,1293983,chateau-leoville-barton,Château Léoville Barton,Saint-Julien (Grand Cru Classé),2005,4.4,Saint-Julien,saint-julien,bordeaux
11,10692045,barons-de-rothschild-lafite,Barons de Rothschild (Lafite),Blanc de Blancs Brut,N.V.,4.1,Champagne,champagne,champagne
12,24547694,la-mondotte,La Mondotte,Saint-Emilion Grand Cru (Premier Grand Cru Classé),2015,4.5,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
